1,-50.000000,0.000000,0.000000
2,-50.000000,-0.000000,-0.892857
3,-50.000000,-0.000000,-1.785714
4,-50.000000,-0.000000,-2.678571
5,-50.000000,-0.000000,-3.571429
6,-50.000000,-0.000000,-4.464286
7,-50.000000,-0.000000,-5.357143
8,-50.000000,0.000000,-6.250000
9,-45.000000,-0.950000,0.000000
10,-45.000000,-0.930612,-0.892857
11,-45.000000,-0.872449,-1.785714
12,-45.000000,-0.775510,-2.678571
13,-45.000000,-0.639796,-3.571429
14,-45.000000,-0.465306,-4.464286
15,-45.000000,-0.252041,-5.357143
16,-45.000000,0.000000,-6.250000
17,-40.000000,-1.800000,0.000000
18,-40.000000,-1.763265,-0.892857
19,-40.000000,-1.653061,-1.785714
20,-40.000000,-1.469388,-2.678571
21,-40.000000,-1.212245,-3.571429
22,-40.000000,-0.881633,-4.464286
23,-40.000000,-0.477551,-5.357143
24,-40.000000,0.000000,-6.250000
25,-35.000000,-2.550000,0.000000
26,-35.000000,-2.497959,-0.892857
27,-35.000000,-2.341837,-1.785714
28,-35.000000,-2.081633,-2.678571
29,-35.000000,-1.717347,-3.571429
30,-35.000000,-1.248980,-4.464286
31,-35.000000,-0.676531,-5.357143
32,-35.000000,0.000000,-6.250000
33,-30.000000,-3.200000,0.000000
34,-30.000000,-3.134694,-0.892857
35,-30.000000,-2.938776,-1.785714
36,-30.000000,-2.612245,-2.678571
37,-30.000000,-2.155102,-3.571429
38,-30.000000,-1.567347,-4.464286
39,-30.000000,-0.848980,-5.357143
40,-30.000000,0.000000,-6.250000
41,-25.000000,-3.750000,0.000000
42,-25.000000,-3.673469,-0.892857
43,-25.000000,-3.443878,-1.785714
44,-25.000000,-3.061224,-2.678571
45,-25.000000,-2.525510,-3.571429
46,-25.000000,-1.836735,-4.464286
47,-25.000000,-0.994898,-5.357143
48,-25.000000,0.000000,-6.250000
49,-20.000000,-4.200000,0.000000
50,-20.000000,-4.114286,-0.892857
51,-20.000000,-3.857143,-1.785714
52,-20.000000,-3.428571,-2.678571
53,-20.000000,-2.828571,-3.571429
54,-20.000000,-2.057143,-4.464286
55,-20.000000,-1.114286,-5.357143
56,-20.000000,0.000000,-6.250000
57,-15.000000,-4.550000,0.000000
58,-15.000000,-4.457143,-0.892857
59,-15.000000,-4.178571,-1.785714
60,-15.000000,-3.714286,-2.678571
